customer_id,age,gender,tenure_months,contract_type,monthly_charges,support_tickets,payment_delays,satisfaction_score,churn
C0460,25,Male,42,1-Year,1289.6,3,1,3.7,0
C0461,61,Female,61,2-Year,1243.65,3,2,2.2,0
C0462,61,Male,42,Monthly,1449.2,2,0,3.2,0
C0463,22,Female,56,1-Year,,1,1,2.2,0
C0464,56,Male,36,Monthly,835.04,0,1,1.7,0
C0465,21,Male,68,1-Year,722.45,2,1,2.6,0
C0466,23,Male,7,Monthly,399.8,2,2,1.9,1
C0467,62,Male,54,2-Year,944.39,2,1,3.1,0
C0468,49,Female,1,2-Year,560.12,3,0,1.8,1
C0469,69,Female,44,Monthly,1397.7,3,0,3.0,1
C0470,47,Female,45,1-Year,958.15,1,1,1.6,0
C0471,64,Male,47,2-Year,970.69,2,0,3.7,0
C0472,52,Female,13,1-Year,661.4,1,1,4.0,0
C0473,57,Female,22,2-Year,267.59,2,1,1.4,0
C0474,69,Female,21,1-Year,241.27,0,0,2.9,0
C0475,33,Male,9,Monthly,750.34,1,1,1.3,1
C0476,30,Male,26,Monthly,309.93,1,3,3.4,0
C0477,67,Male,9,Monthly,988.9,2,3,2.1,1
C0478,59,Female,15,1-Year,1345.26,1,0,3.1,1
C0479,47,Female,10,Monthly,1347.79,1,0,3.1,1
C0480,36,Female,42,1-Year,1056.76,2,1,4.7,0
C0481,34,Male,72,1-Year,474.6,4,0,3.2,0
C0482,36,Male,24,1-Year,1321.9,0,1,3.3,0
C0483,45,Female,49,2-Year,1351.92,1,2,2.6,0
C0484,43,Male,26,2-Year,455.65,4,1,4.8,0
C0485,54,Male,37,Monthly,1158.65,2,3,4.1,0
C0486,43,Male,68,2-Year,572.48,1,1,2.1,0
C0487,40,Male,50,1-Year,,1,1,4.4,0
C0488,26,Female,24,1-Year,1496.41,3,2,2.7,1
C0489,29,Male,19,2-Year,239.03,1,1,4.3,0
C0490,18,Male,60,Monthly,1366.58,3,0,4.3,0
C0491,18,Male,39,Monthly,1009.42,3,1,1.8,1
C0492,64,Male,18,2-Year,1465.4,2,0,3.8,0
C0493,51,Female,19,Monthly,804.51,2,1,2.2,1
C0494,49,Female,36,2-Year,1301.6,4,0,2.2,1
C0495,65,Male,55,2-Year,281.11,1,0,2.2,0
C0496,42,Male,69,Monthly,635.86,1,0,3.9,0
C0497,57,Male,47,2-Year,287.12,2,3,1.9,0
C0498,62,Male,49,Monthly,1467.95,1,0,1.0,1
C0499,18,Male,33,1-Year,1262.07,3,2,3.9,1
C0500,33,Male,21,1-Year,1308.31,3,3,1.7,1
C0501,56,Female,22,2-Year,1419.35,4,0,1.4,1
C0502,22,Male,48,Monthly,310.63,1,0,2.0,0
C0503,39,Female,37,1-Year,701.28,1,1,2.5,0
C0504,46,Female,15,1-Year,292.35,1,1,2.9,0
C0505,20,Male,35,1-Year,474.03,1,1,1.2,0
C0506,29,Female,71,1-Year,498.18,2,3,4.9,0
C0507,43,Female,32,Monthly,809.84,0,0,3.9,0
C0508,33,Female,11,Monthly,549.13,1,0,2.3,0
C0509,68,Female,10,Monthly,331.27,2,0,2.3,1
C0510,54,Female,57,2-Year,417.74,4,0,2.8,0
C0511,39,Female,25,Monthly,391.46,0,0,3.5,0
C0512,46,Male,2,Monthly,1465.0,0,2,1.6,1
C0513,31,Female,64,2-Year,1187.08,1,2,1.8,0
C0514,45,Female,35,Monthly,1458.09,1,2,4.4,1
C0515,22,Female,7,2-Year,771.66,4,1,2.0,1
C0516,64,Male,18,1-Year,561.88,2,1,2.5,0
C0517,66,Female,67,2-Year,1237.78,2,2,4.5,0
C0518,47,Male,42,Monthly,624.13,2,0,3.7,0
C0519,63,Female,39,Monthly,589.2,5,2,2.4,0
C0520,69,Male,41,1-Year,502.26,3,1,3.7,0
C0521,22,Male,24,2-Year,368.58,4,3,1.1,1
C0522,29,Female,60,1-Year,533.4,3,1,3.9,0
C0523,33,Female,46,Monthly,661.92,0,1,2.9,0
C0524,43,Male,19,1-Year,1076.19,3,0,4.3,1
C0525,43,Female,68,1-Year,281.33,2,2,4.8,0
C0526,65,Male,42,1-Year,473.66,3,1,4.7,0
C0527,38,Male,32,1-Year,1251.73,3,0,4.6,0
C0528,56,Male,39,2-Year,391.0,1,1,3.0,0
C0529,53,Male,36,1-Year,645.44,1,0,2.4,0
C0530,50,Male,36,Monthly,1324.06,4,1,2.9,1
C0531,47,Female,3,1-Year,401.4,0,2,3.8,0
C0532,54,Male,8,Monthly,307.56,2,0,4.5,1
C0533,40,Male,70,Monthly,829.9,3,1,1.8,0
C0534,27,Female,41,Monthly,593.15,1,0,4.7,0
C0535,22,Male,68,Monthly,932.43,0,1,4.3,0
C0536,53,Female,13,Monthly,1244.95,3,1,4.9,1
C0537,51,Female,49,Monthly,378.29,2,0,4.5,0
C0538,69,Female,60,2-Year,954.91,1,0,2.1,0
C0539,48,Male,2,2-Year,857.16,2,3,1.4,1
C0540,27,Male,60,Monthly,387.3,1,0,1.4,0
C0541,36,Male,5,2-Year,1011.2,0,0,2.2,1
C0542,49,Female,44,1-Year,555.73,2,1,3.5,0
C0543,18,Male,27,Monthly,834.18,0,1,4.2,0
C0544,22,Female,32,Monthly,306.95,3,1,4.6,0
C0545,62,Male,21,1-Year,797.46,2,1,3.5,0
C0546,21,Female,8,1-Year,598.4,4,1,1.0,1
C0547,33,Male,72,1-Year,1269.1,1,1,1.7,0
C0548,41,Male,50,Monthly,274.07,0,1,1.4,0
C0549,33,Male,67,Monthly,744.19,0,3,2.5,0
C0550,19,Female,44,Monthly,795.96,4,1,3.0,1
C0551,66,Female,58,Monthly,1142.51,0,1,1.2,0
C0552,45,Male,3,Monthly,946.57,5,0,2.4,1
C0553,49,Male,70,Monthly,1067.38,0,0,1.7,0
C0554,44,Female,2,2-Year,1210.16,3,0,3.6,1
C0555,37,Female,44,2-Year,1320.86,2,0,2.9,0
C0556,41,Female,2,Monthly,608.04,1,3,3.0,1
C0557,29,Male,35,2-Year,899.43,1,0,2.7,0
C0558,67,Female,30,Monthly,1292.14,1,2,4.8,0
C0559,52,Male,8,1-Year,1486.29,2,2,1.9,1
C0560,50,Female,22,Monthly,1356.38,3,1,3.1,1
C0561,50,Male,44,1-Year,682.91,2,0,3.9,0
C0562,68,Female,58,2-Year,453.72,3,1,3.2,0
C0563,60,Female,36,1-Year,836.21,3,2,4.7,0
C0564,54,Female,69,Monthly,1164.13,1,0,2.5,0
C0565,29,Female,31,1-Year,840.34,2,2,2.9,0
C0566,20,Female,47,Monthly,828.14,2,1,1.4,1
C0567,18,Male,55,2-Year,1289.7,2,2,3.4,0
C0568,50,Female,62,1-Year,669.82,4,2,2.2,0
C0569,57,Female,30,Monthly,1317.73,1,0,1.6,1
C0570,27,Female,55,1-Year,728.85,0,1,3.2,0
C0571,60,Male,16,1-Year,626.7,1,0,3.1,0
C0572,61,Female,12,Monthly,790.19,2,1,1.3,1
C0573,46,Male,17,1-Year,1191.18,0,1,3.8,0
C0574,30,Female,16,Monthly,363.8,1,1,3.5,0
C0575,29,Female,12,1-Year,455.34,0,0,1.8,0
C0576,48,Male,8,2-Year,1436.88,2,0,2.9,1
C0577,63,Female,3,2-Year,428.14,2,2,3.9,0
C0578,19,Male,16,1-Year,938.05,3,3,3.1,1
C0579,68,Male,30,1-Year,953.11,0,1,2.6,0
C0580,67,Female,23,Monthly,836.51,5,2,2.3,1
C0581,52,Male,5,1-Year,1038.17,5,0,3.4,1
C0582,40,Female,65,Monthly,498.77,1,0,4.8,0
C0583,34,Female,30,1-Year,918.46,4,2,3.7,0
C0584,43,Male,21,Monthly,683.83,2,1,1.3,1
C0585,25,Male,70,Monthly,1060.17,3,0,2.8,0
C0586,46,Male,22,1-Year,383.59,2,1,4.6,0
C0587,43,Male,72,Monthly,942.14,3,0,1.4,1
C0588,27,Female,32,1-Year,440.85,2,2,5.0,0
C0589,43,Female,33,Monthly,562.24,2,2,4.8,0
C0590,51,Male,16,Monthly,484.32,2,1,1.3,1
C0591,68,Female,38,1-Year,437.69,2,1,4.7,0
C0592,58,Female,14,Monthly,1273.42,0,1,2.5,1
C0593,24,Female,36,Monthly,571.42,4,1,4.4,1
C0594,21,Female,23,1-Year,1405.26,4,1,2.7,1
C0595,67,Male,66,Monthly,1460.9,1,0,2.8,0
C0596,62,Male,2,2-Year,942.64,3,1,3.5,0
C0597,28,Female,65,Monthly,385.9,0,0,4.1,0
C0598,46,Male,67,Monthly,686.91,2,2,1.1,0
C0599,53,Male,52,1-Year,1237.05,0,0,3.4,0
C0600,42,Male,62,Monthly,677.61,3,1,1.7,0
C0601,38,Female,23,Monthly,313.12,2,0,2.4,1
C0602,53,Female,26,Monthly,923.82,1,1,2.4,1
C0603,27,Female,68,Monthly,1298.66,0,0,2.9,0
C0604,54,Male,55,2-Year,,0,0,2.3,0
C0605,26,Female,6,Monthly,427.66,4,0,1.4,1
C0606,41,Female,35,1-Year,1074.59,2,0,1.6,0
C0607,52,Male,22,2-Year,486.66,2,1,,0
C0608,66,Female,43,Monthly,483.67,3,0,,0
C0609,52,Female,15,2-Year,1336.29,5,0,4.8,0
C0610,65,Male,60,Monthly,524.57,3,2,1.5,1
C0611,53,Male,12,2-Year,542.22,0,1,4.8,0
C0612,35,Male,49,Monthly,200.85,0,0,3.9,0
C0613,66,Female,42,1-Year,1331.87,2,0,3.5,0
C0614,56,Female,38,1-Year,,2,1,3.6,0
C0615,49,Female,45,Monthly,1015.53,2,1,4.3,0
C0616,41,Male,35,1-Year,1175.35,3,1,1.4,1
C0617,40,Male,30,1-Year,397.66,0,0,3.0,0
C0618,49,Female,30,Monthly,795.82,0,2,3.8,0
C0619,54,Female,6,Monthly,656.59,3,1,3.3,1
C0620,29,Male,67,1-Year,321.91,2,0,4.3,0
C0621,66,Male,7,1-Year,831.97,3,0,1.3,1
C0622,30,Male,52,2-Year,1396.96,1,0,3.8,0
C0623,40,Male,14,1-Year,252.08,3,0,3.1,0
C0624,42,Female,15,2-Year,578.9,3,0,2.5,1
C0625,52,Male,21,1-Year,469.8,1,1,2.4,0
C0626,58,Female,35,Monthly,509.59,3,1,3.5,0
C0627,47,Female,66,Monthly,1380.96,4,1,4.6,0
C0628,34,Female,2,1-Year,808.49,2,0,3.0,1
C0629,66,Male,35,1-Year,806.19,1,0,4.3,0
C0630,37,Male,20,Monthly,1188.75,4,2,2.6,1
C0631,65,Male,10,Monthly,400.84,1,0,1.4,1
C0632,42,Male,25,2-Year,833.44,1,1,1.2,1
C0633,39,Female,66,1-Year,758.98,3,1,1.2,0
C0634,30,Male,25,Monthly,975.98,1,0,2.5,1
C0635,36,Male,54,1-Year,1499.43,4,1,2.3,0
C0636,66,Female,33,Monthly,1200.28,3,0,3.9,1
C0637,53,Male,36,Monthly,717.23,0,1,4.0,0
C0638,29,Female,14,Monthly,1275.82,2,1,1.2,1
C0639,58,Female,65,Monthly,421.92,3,2,1.9,0
C0640,36,Female,54,1-Year,239.6,2,1,2.1,0
C0641,29,Female,52,Monthly,465.78,1,2,,0
C0642,26,Female,3,2-Year,642.54,4,1,1.6,1
C0643,24,Female,41,2-Year,863.75,1,1,1.5,0
C0644,45,Female,6,Monthly,999.67,1,5,4.8,0
C0645,31,Female,25,1-Year,1383.79,0,1,4.2,0
C0646,48,Male,13,1-Year,862.81,3,1,1.7,1
C0647,69,Male,8,2-Year,851.66,0,3,2.6,0
C0648,36,Male,21,Monthly,265.32,2,0,2.4,1
C0649,64,Male,68,1-Year,245.39,1,1,4.2,0
C0650,33,Female,25,1-Year,916.51,1,1,3.0,0
C0651,22,Male,68,Monthly,769.63,2,1,1.5,0
C0652,52,Female,45,Monthly,1290.93,4,2,4.0,1
C0653,29,Male,60,1-Year,408.88,4,0,2.6,0
C0654,42,Male,12,1-Year,232.46,3,0,2.1,0
C0655,69,Male,32,Monthly,783.75,4,1,2.5,1
C0656,38,Female,13,1-Year,508.72,1,2,3.0,0
C0657,53,Male,31,Monthly,264.5,2,1,2.4,1
C0658,40,Female,20,1-Year,1141.98,1,0,2.0,1
C0659,33,Female,18,Monthly,345.07,1,2,2.6,1
C0660,56,Male,60,2-Year,990.82,4,2,1.1,0
C0661,62,Male,63,Monthly,565.36,2,0,4.1,0
C0662,59,Male,6,Monthly,425.54,0,0,1.7,1
C0663,56,Female,32,Monthly,693.68,3,2,1.2,1
C0664,31,Male,43,Monthly,1241.88,1,0,3.6,0
C0665,48,Female,2,1-Year,709.72,2,0,4.1,1
C0666,22,Female,60,Monthly,1176.0,2,3,4.3,0
C0667,52,Male,23,2-Year,363.13,0,0,3.0,0
C0668,40,Male,31,Monthly,1204.6,2,2,1.8,1
C0669,46,Female,5,Monthly,508.01,5,1,3.9,1
C0670,60,Female,34,Monthly,1080.61,2,0,3.8,0
C0671,28,Female,10,Monthly,935.52,3,0,2.0,1
C0672,35,Male,2,Monthly,1407.89,0,0,4.6,1
C0673,64,Female,11,Monthly,703.52,2,0,1.4,1
C0674,29,Male,50,1-Year,286.01,1,1,4.9,0
C0675,26,Female,31,Monthly,224.9,3,1,4.4,0
C0676,27,Female,56,1-Year,1274.92,2,0,3.8,0
C0677,61,Male,9,1-Year,882.16,1,1,4.8,0
C0678,34,Female,21,Monthly,1207.82,2,0,3.9,1
C0679,55,Male,28,1-Year,504.75,1,3,1.8,1
C0680,24,Male,62,2-Year,648.61,2,0,2.8,0
C0681,63,Female,7,1-Year,239.14,5,1,1.3,1
C0682,30,Male,16,1-Year,1449.94,3,1,2.6,1
C0683,57,Male,4,Monthly,1068.23,4,1,4.0,1
C0684,59,Female,4,1-Year,1413.17,2,2,2.5,1
C0685,26,Male,40,1-Year,545.15,2,3,2.3,0
C0686,67,Male,17,1-Year,994.9,0,1,3.4,0
C0687,44,Male,52,2-Year,,2,2,4.5,0
C0688,19,Female,52,Monthly,612.81,1,2,1.2,0
C0689,22,Male,36,Monthly,1302.54,1,0,2.5,1
C0690,46,Female,38,1-Year,1431.31,2,2,1.6,1
C0691,54,Female,50,2-Year,,3,1,3.8,0
C0692,55,Male,63,Monthly,1160.79,1,1,1.4,0
C0693,36,Male,63,Monthly,560.7,2,1,3.7,0
C0694,25,Male,62,Monthly,566.1,1,2,2.1,0
C0695,65,Female,7,Monthly,1452.37,2,0,1.8,1
C0696,62,Male,27,1-Year,213.37,1,0,4.7,0
C0697,18,Male,14,1-Year,1130.86,1,1,1.1,1
C0698,39,Male,71,Monthly,1118.12,3,0,2.8,0
C0699,69,Male,5,Monthly,1009.5,3,1,1.1,1
C0700,34,Male,55,Monthly,1487.14,1,0,2.9,1
C0701,24,Female,2,Monthly,605.44,0,1,3.0,1
C0702,42,Female,62,1-Year,641.96,3,1,2.3,0
C0703,62,Male,21,2-Year,302.62,3,2,1.5,1
C0704,21,Male,21,2-Year,775.64,3,0,2.5,0
C0705,53,Male,10,Monthly,539.36,0,1,3.7,1
C0706,23,Male,58,2-Year,646.4,0,2,4.1,0
C0707,48,Female,39,1-Year,1284.94,0,0,3.1,0
C0708,36,Male,5,1-Year,1416.13,4,0,3.4,1
C0709,61,Female,65,1-Year,441.45,1,1,1.8,0
C0710,56,Female,13,Monthly,684.26,3,1,2.1,1
C0711,44,Male,53,Monthly,1407.22,0,2,1.6,1
C0712,27,Female,45,Monthly,280.35,0,2,2.0,0
C0713,43,Female,32,Monthly,320.07,4,1,1.9,1
C0714,36,Female,36,Monthly,411.63,1,1,,0
C0715,56,Female,60,1-Year,973.78,2,4,3.3,0
C0716,20,Male,11,1-Year,395.61,4,3,4.8,0
C0717,62,Male,63,1-Year,1458.5,1,2,1.8,0
C0718,30,Female,21,Monthly,780.73,0,1,3.6,1
C0719,67,Male,52,2-Year,851.97,1,0,4.3,0
C0720,45,Male,55,2-Year,520.66,2,0,3.2,0
C0721,37,Male,26,1-Year,812.25,1,1,2.0,1
C0722,45,Male,68,2-Year,1060.49,1,2,2.1,0
C0723,25,Male,34,1-Year,1176.53,1,1,1.2,0
C0724,58,Female,52,2-Year,1180.03,3,0,2.2,0
C0725,56,Male,52,Monthly,951.26,1,2,4.0,0
C0726,18,Male,29,Monthly,1375.67,1,0,1.2,1
C0727,20,Male,38,Monthly,1262.63,3,1,1.9,1
C0728,30,Male,42,Monthly,1184.16,1,0,3.8,0
C0729,45,Female,21,Monthly,272.29,2,0,4.1,0
C0730,66,Female,42,1-Year,208.94,0,0,2.8,0
C0731,42,Female,13,1-Year,476.18,1,0,,0
C0732,50,Female,64,1-Year,1062.58,3,0,2.6,0
C0733,55,Male,17,Monthly,734.56,1,1,1.6,0
C0734,23,Female,9,2-Year,723.13,4,0,2.6,0
C0735,61,Male,41,1-Year,1349.96,2,0,3.3,0
C0736,62,Male,1,Monthly,1364.23,0,1,4.8,1
C0737,49,Male,2,1-Year,1381.93,4,2,1.3,1
C0738,62,Male,60,Monthly,608.04,2,1,3.0,0
C0739,64,Male,48,Monthly,1098.37,1,1,2.3,0
C0740,38,Female,29,2-Year,553.12,1,0,3.0,0
C0741,33,Female,10,Monthly,447.79,2,0,1.1,1
C0742,38,Female,58,1-Year,440.02,1,1,2.3,0
C0743,28,Female,60,2-Year,644.74,2,0,4.3,0
C0744,54,Male,21,1-Year,758.94,2,2,3.2,0
C0745,53,Female,28,Monthly,1280.23,1,0,2.8,1
C0746,52,Male,34,Monthly,355.86,1,2,2.1,0
C0747,36,Female,8,Monthly,1155.4,5,1,2.2,1
C0748,37,Male,59,1-Year,890.89,1,1,2.5,0
C0749,35,Male,72,Monthly,574.33,6,1,4.3,0
C0750,64,Female,49,Monthly,840.67,4,1,4.9,0
C0751,58,Male,17,2-Year,589.92,2,2,,1
C0752,66,Male,60,1-Year,974.91,1,2,2.6,0
C0753,31,Female,45,Monthly,,1,1,4.4,0
C0754,32,Male,69,1-Year,413.73,3,0,2.7,0
C0755,48,Female,32,1-Year,351.56,2,0,3.2,0
C0756,18,Female,44,Monthly,,1,0,1.9,0
C0757,20,Female,65,Monthly,1373.14,4,0,4.0,0
C0758,33,Male,8,2-Year,647.14,2,1,3.1,0
C0759,40,Male,72,1-Year,1152.9,1,2,4.2,0
C0760,28,Male,43,1-Year,1056.26,3,3,4.1,0
C0761,29,Female,1,Monthly,1411.02,2,0,1.9,1
C0762,27,Male,51,Monthly,,4,4,3.9,0
C0763,49,Female,24,Monthly,936.59,4,1,4.2,1
C0764,33,Female,24,Monthly,1054.14,1,0,2.4,1
C0765,25,Male,17,Monthly,1367.9,4,1,1.7,1
C0766,55,Female,5,Monthly,719.37,0,2,1.0,1
C0767,29,Male,20,2-Year,624.83,3,3,2.8,1
C0768,41,Male,21,2-Year,214.05,3,0,2.4,0
C0769,45,Male,58,1-Year,1274.52,2,1,3.2,0
C0770,25,Male,31,2-Year,1241.27,3,0,1.8,1
C0771,45,Male,11,Monthly,335.79,1,1,4.4,0
C0772,53,Female,52,2-Year,949.91,4,1,2.0,0
C0773,43,Female,15,Monthly,803.18,3,2,1.9,1
C0774,25,Female,7,2-Year,354.32,0,0,2.9,0
C0775,67,Male,28,2-Year,1474.74,2,2,3.0,0
C0776,45,Male,51,1-Year,479.1,1,0,1.9,0
C0777,45,Male,58,2-Year,287.4,0,0,2.1,0
C0778,54,Female,5,1-Year,973.3,3,3,1.7,1
C0779,58,Male,5,Monthly,1160.53,1,1,3.9,1
C0780,53,Female,8,Monthly,242.18,1,0,4.1,0
C0781,44,Female,64,1-Year,1056.33,1,1,2.8,0
C0782,34,Male,10,Monthly,891.98,4,0,3.9,1
C0783,26,Male,38,1-Year,334.24,3,1,3.9,0
C0784,50,Female,8,2-Year,424.28,0,3,1.6,1
C0785,37,Male,25,Monthly,938.37,1,2,4.9,0
C0786,30,Female,66,1-Year,585.26,4,0,4.3,0
C0787,45,Male,50,2-Year,1419.81,2,0,1.8,0
C0788,65,Male,67,2-Year,1264.36,1,2,1.7,0
C0789,46,Female,49,2-Year,1478.64,2,2,1.5,0
C0790,30,Male,36,1-Year,537.57,1,1,1.6,0
C0791,63,Female,68,2-Year,1460.64,3,2,4.0,0
C0792,52,Male,41,1-Year,760.6,3,1,2.9,0
C0793,23,Female,62,Monthly,651.77,6,1,4.1,0
C0794,35,Female,10,1-Year,265.45,1,1,4.0,0
C0795,68,Male,21,1-Year,268.59,3,1,3.4,0
C0796,22,Female,36,Monthly,1099.61,1,0,3.7,0
C0797,64,Male,12,1-Year,795.31,4,3,1.1,1
C0798,42,Male,2,1-Year,494.48,2,3,2.2,1
C0799,19,Male,13,Monthly,998.16,3,3,3.6,1
C0800,27,Female,53,1-Year,528.72,1,0,1.0,0
C0801,47,Female,32,1-Year,950.92,2,1,1.1,0
C0802,67,Male,16,1-Year,666.97,2,0,4.4,0
C0803,62,Male,32,Monthly,1270.62,2,0,3.7,1
C0804,22,Female,32,Monthly,1266.91,1,1,2.1,1
C0805,50,Male,11,Monthly,820.56,4,1,3.8,1
C0806,18,Male,10,2-Year,656.06,1,0,4.2,1
C0807,35,Female,15,Monthly,671.33,1,0,2.2,0
C0808,49,Male,17,1-Year,1247.43,2,0,1.1,1
C0809,64,Female,40,Monthly,626.63,2,2,4.7,0
C0810,66,Male,18,Monthly,471.78,5,1,2.4,1
C0811,28,Female,55,2-Year,310.09,0,2,1.4,0
C0812,38,Male,25,1-Year,806.7,0,2,3.0,0
C0813,43,Male,59,Monthly,826.77,2,1,,0
C0814,42,Female,22,Monthly,1293.18,1,2,1.9,1
C0815,39,Male,30,Monthly,487.61,4,0,2.1,1
C0816,44,Female,44,1-Year,695.29,4,1,2.0,1
C0817,66,Male,32,1-Year,1250.93,2,1,5.0,0
C0818,30,Female,51,Monthly,1270.71,1,1,1.8,1
C0819,50,Female,46,Monthly,699.99,1,1,3.3,0
C0820,51,Female,21,Monthly,796.86,4,1,4.7,0
C0821,58,Female,32,2-Year,594.27,1,2,1.6,0
C0822,52,Male,39,2-Year,1412.32,8,2,4.9,0
C0823,18,Male,12,Monthly,354.24,0,0,,0
C0824,38,Female,47,1-Year,1413.87,1,2,4.5,0
C0825,65,Female,18,Monthly,1089.03,3,0,1.9,1
C0826,23,Female,21,Monthly,891.04,1,0,3.5,0
C0827,45,Male,13,1-Year,242.46,3,1,,0
C0828,34,Male,21,2-Year,818.28,2,2,4.9,0
C0829,22,Male,8,2-Year,,2,1,1.7,1
C0830,48,Male,46,1-Year,409.58,1,1,4.1,0
C0831,22,Female,7,Monthly,1053.33,2,2,2.4,1
C0832,55,Female,23,1-Year,1462.5,0,0,1.7,1
C0833,20,Female,22,Monthly,930.85,1,1,,1
C0834,40,Male,22,1-Year,1129.18,0,2,4.2,1
C0835,54,Male,29,Monthly,288.99,5,1,2.9,1
C0836,54,Male,13,1-Year,742.97,4,1,3.2,1
C0837,27,Female,2,Monthly,351.27,3,0,5.0,1
C0838,27,Female,29,Monthly,996.63,1,0,2.6,1
C0839,36,Male,52,2-Year,1420.03,2,1,3.5,0
C0840,34,Female,27,Monthly,1060.31,1,1,2.5,1
C0841,38,Male,50,1-Year,299.84,4,1,2.6,0
C0842,31,Male,23,Monthly,661.07,1,0,3.8,1
C0843,26,Female,44,Monthly,915.86,0,1,4.8,0
C0844,63,Male,22,Monthly,724.17,3,1,3.2,1
C0845,18,Female,43,Monthly,1283.74,1,1,4.1,0
C0846,68,Male,37,2-Year,1259.07,3,0,1.4,1
C0847,62,Female,61,Monthly,995.38,0,0,1.8,0
C0848,30,Female,56,2-Year,685.5,2,2,3.0,0
C0849,21,Female,3,1-Year,531.94,2,0,1.1,1
C0850,18,Male,63,Monthly,337.64,1,1,2.0,0
C0851,66,Male,19,1-Year,661.37,3,2,3.1,1
C0852,57,Female,23,1-Year,737.12,3,0,,1
C0853,49,Female,29,1-Year,1078.57,1,2,2.1,1
C0854,51,Male,30,Monthly,1055.61,1,1,3.1,1
C0855,45,Male,39,Monthly,291.14,3,0,3.3,0
C0856,48,Male,25,2-Year,713.84,1,0,4.7,0
C0857,25,Female,8,2-Year,436.31,0,0,3.6,0
C0858,56,Male,58,2-Year,403.86,1,2,2.7,0
C0859,43,Male,16,Monthly,1275.49,3,0,4.7,1
C0860,51,Female,72,1-Year,254.49,4,1,4.1,0
C0861,20,Male,1,1-Year,744.94,2,1,1.8,1
C0862,67,Male,5,1-Year,418.66,0,1,1.5,1
C0863,29,Male,3,Monthly,1343.13,2,0,3.7,1
C0864,18,Female,65,1-Year,924.15,1,0,3.2,0
C0865,61,Female,4,Monthly,500.79,3,0,4.2,0
C0866,22,Female,64,Monthly,853.16,2,1,4.0,0
C0867,47,Female,10,2-Year,1150.93,2,0,3.5,1
C0868,47,Female,21,Monthly,1445.55,2,0,4.9,1
C0869,34,Female,46,Monthly,486.58,0,1,3.1,0
C0870,65,Female,27,Monthly,1352.04,3,2,1.5,1
C0871,64,Male,66,2-Year,1414.6,2,3,4.3,0
C0872,40,Male,41,1-Year,1391.35,0,0,2.0,1
C0873,32,Female,13,Monthly,1026.04,2,0,4.1,1
C0874,54,Male,9,2-Year,1018.77,2,2,,0
C0875,38,Male,36,2-Year,724.17,2,0,3.8,0
C0876,31,Female,58,Monthly,1178.12,2,2,3.4,0
C0877,19,Male,54,1-Year,890.68,3,1,2.8,0
C0878,28,Male,12,1-Year,1080.67,1,3,2.5,1
C0879,68,Male,14,1-Year,757.0,2,2,2.4,0
C0880,56,Male,34,Monthly,1150.95,2,1,3.5,0
C0881,55,Male,53,2-Year,1271.81,3,1,4.0,0
C0882,51,Female,20,1-Year,390.37,2,1,3.7,0
C0883,55,Female,16,Monthly,1282.81,4,0,,1
C0884,67,Female,70,Monthly,902.39,2,0,3.0,0
C0885,51,Male,56,Monthly,1298.07,1,0,4.2,0
C0886,35,Female,58,Monthly,760.69,1,0,2.9,0
C0887,47,Male,4,1-Year,692.75,0,1,3.1,1
C0888,32,Male,4,Monthly,1389.58,2,1,4.1,1
C0889,44,Male,20,Monthly,526.52,4,2,3.6,1
C0890,68,Male,10,1-Year,1297.48,1,0,2.6,1
C0891,51,Female,24,Monthly,829.23,0,1,4.6,0
C0892,69,Female,26,2-Year,868.32,2,1,1.7,0
C0893,55,Male,37,Monthly,601.01,0,0,5.0,0
C0894,50,Female,54,Monthly,944.95,0,1,1.5,0
C0895,41,Male,21,Monthly,622.77,3,0,1.1,1
C0896,32,Female,38,Monthly,251.05,2,0,4.6,0
C0897,47,Female,46,Monthly,553.6,3,0,2.0,1
C0898,59,Male,4,1-Year,208.29,1,0,3.9,0
C0899,68,Female,60,2-Year,1471.86,1,1,4.2,0
C0900,34,Male,57,Monthly,1455.47,2,0,4.4,0
C0901,22,Female,45,1-Year,713.7,4,0,5.0,0
C0902,46,Male,20,1-Year,1146.88,3,2,2.2,1
C0903,21,Male,17,2-Year,649.55,1,0,3.8,0
C0904,27,Female,71,Monthly,1072.42,4,0,1.5,0
C0905,34,Female,4,Monthly,1247.06,1,1,2.6,1
C0906,27,Male,14,Monthly,,3,1,4.4,1
C0907,34,Female,3,1-Year,720.28,1,1,2.5,0
C0908,37,Female,58,2-Year,1218.29,1,2,3.4,0
C0909,41,Male,55,Monthly,545.71,2,1,3.0,0
C0910,22,Male,4,Monthly,1487.43,3,0,3.6,1
C0911,51,Female,24,2-Year,233.5,1,0,4.9,0
C0912,23,Male,34,2-Year,984.59,3,1,1.2,1
C0913,19,Male,30,2-Year,1057.36,2,1,3.3,0
C0914,30,Male,19,1-Year,1094.46,2,1,4.5,0
C0915,60,Female,31,Monthly,356.5,2,1,2.9,1
C0916,60,Female,60,1-Year,1420.09,0,0,1.3,0
C0917,65,Male,60,1-Year,435.54,5,1,3.2,0
C0918,28,Female,19,Monthly,1009.58,2,2,2.3,1
C0919,68,Male,49,1-Year,489.48,2,1,1.6,0
C0920,64,Female,63,1-Year,599.38,0,0,4.4,0
C0921,40,Male,22,Monthly,910.4,4,2,3.1,1
